0.000000	0.000000
0.000000	12.500000
0.000000	25.000000
0.000000	37.500000
0.000000	50.000000
0.000000	62.500000
0.000000	75.000000
0.000000	87.500000
0.000000	100.000000
0.000000	112.500000
0.000000	125.000000
-10.825318	131.250000
10.825318	131.250000
-21.650635	137.500000
21.650635	137.500000
-32.475953	143.750000
32.475953	143.750000
-43.301270	150.000000
43.301270	150.000000
-54.126588	156.250000
54.126588	156.250000
-64.951905	162.500000
64.951905	162.500000
-75.777223	168.750000
75.777223	168.750000
-86.602540	175.000000
86.602540	175.000000
-97.427858	181.250000
97.427858	181.250000
-108.253175	187.500000
108.253175	187.500000
